lemma,A1,A2,A3,A4,A1&A2,State,Polarity,Effect
разобщение,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),,,,"['(A1, neg, 1)', '(A2, neg, 1)']",,"['(A1, -, 1)', '(A2, -, 1)']"
разобщенность,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),,,,"['(A1, neg, 1)', '(A2, neg, 1)']",,"['(A1, -, 1)', '(A2, -, 1)']"
разобщить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A3, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
разозлить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","(A2, -, 1)"
разозлиться,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, -, 1)', '(A2, -, 1)']"
разорение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
разоритель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
разорительница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
разорить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
разорять,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
разочарование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN Case=Ins),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 0.7)"
разочарованность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN Case=Ins),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 0.7)"
разочаровать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins) (Что+Clause),,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","['(A2, -, 1)', '(A3, -, 0.7)']"
разочароваться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Ins),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 0.7)"
разочаровывать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins) (Что+Clause),,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","['(A2, -, 1)', '(A3, -, 0.7)']"
разочаровываться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Ins),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A2, -, 0.7)"
разрешать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
разрешаться,(NOUN Case=Dat),(NOUN Case=Nom) (VERB VerbForm=Inf) (Чтобы+Clause),,,,"(A2, pos, 1)","(A1, A2, pos, 1)","['(A1, +, 1)', '(A2, +, 1)']"
разрешение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
разрешить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
разругать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
разругаться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
разрушать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
разрушаться,(NOUN Case=Nom),,,,,,,"(A1, -, 1)"
разрушение,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
разрушитель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 0.7)']","(A1, -, 1)"
разрушительница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 0.7)']","(A1, -, 1)"
разрушить,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
разрушиться,(NOUN Case=Nom),,,,,,,"(A1, -, 1)"
разувериться,(NOUN Case=Nom) ,(NOUN Case=Loc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 0,7)","['(A1, -, 1)', '(A2, -, 1)']"
разуверяться,(NOUN Case=Nom) ,(NOUN Case=Loc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 0,7)","['(A1, -, 1)', '(A2, -, 1)']"
разъединение,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),,,,"['(A1, neg, 1)', '(A2, neg, 1)']",,"['(A1, -, 1)', '(A2, -, 1)']"
разъединить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A3, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
разъединять,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A3, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
разыскать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, pos, 0.7)']","(A1, A2, pos, 0.7)","['(A1, +, 1)', '(A2, +, 0.7)']"
разыскивать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, pos, 0.7)']","(A1, A2, pos, 0.7)","['(A1, +, 1)', '(A2, +, 0.7)']"
ранение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"(A1, neg, 1) ",,"(A1, -, 1) "
ранить,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ']","(A2, -, 1) "
рапортовать,(NOUN Case=Nom),(NOUN Case=Dat),(N Case=Loc) (Что+Clause),,,,"['(A1, A2, pos, 1)', '(A1, A3, pos, 0.7)']","['(A2, +, 1)', '(A3, +, 0.7)']"
раскол,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (между NOUN Case=Ins и NOUN Case=Ins) ']",(NOUN Case=Ins) ,,,,"['(A1, neg, 1) ', '(A2, neg, 1) ']","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ']","['(A1, -, 1) ', '(A2, -, 1) ']"
раскритиковать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (Что+Clause),,,"(A2, neg,  0.7)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(A1, A3, neg, 1)']","(A2, -, 1)"
распад,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","(A1, A2, neg, 1) ","(A1, -, 1) "
распадаться,(NOUN Case=Nom) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","(A1, A2, neg, 1) ","(A1, -, 1) "
распасться,(NOUN Case=Nom) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","(A1, A2, neg, 1) ","(A1, -, 1) "
расправа,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins) (NOUN Case=Ins),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расправиться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Ins),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A1, pos, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расправляться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Ins),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A1, pos, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расслабить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, pos, 1)","(A1, A2, pos, 1)","(A2, +, 1)"
расслабиться,(NOUN Case=Nom),,,,,"(A1, pos, 1)",,"(A1, +, 1)"
расслабление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, pos, 1)",,"(A1, +, 1)"
расслаблять,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, pos, 1)","(A1, A2, pos, 1)","(A2, +, 1)"
расслабляться,(NOUN Case=Nom),,,,,"(A1, pos, 1)",,"(A1, +, 1)"
расслабуха,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, pos, 1)",,"(A1, +, 1)"
рассориться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(NOUN из-за Case=Gen) (NOUN Case=Gen),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
расстрел,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расстреливать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расстрелять,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
расхваливание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) |(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
расхваливать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
расхвалить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
ратификация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, A2, pos, 1)","(A2, +, 1)"
ратифицирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, A2, pos, 1)","(A2, +, 1)"
ратифицировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, pos, 1)","(A2, +, 1)"
ревновать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Dat),,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 1)', '(A3, A2, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
ревность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),,,,"(A1, neg, 1)","(A1, A2, neg, 0.7)","['(A1, -, 1)', '(A2, -, 1)']"
результативность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"(author, A1, pos, 0.7)","(A1, +, 1)"
репрессировать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
репрессия,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
рисковать,(NOUN Case=Nom),(NOUN Case=Loc) (что+Clause),,,,"(A1, neg, 0.7)","['(A1, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']",
ругать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
ругаться,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
самообман,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)","(A1, -, 1)"
саморазрушение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)","(A1, -, 1)"
самоубийство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)","(A1, neg, 1)"
самоунижение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)']","(A1, -, 1)"
санкция,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,,,"(A1, A2, pos, 1)","(A2, +, 1)"
сближать,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,"['(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)', '(A3, A1, pos, 1)', '(A3, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
сближаться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
сближение,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и Case=Gen) (NOUN Case=Gen Plural)']",(NOUN Case=Ins),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
сблизить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,"['(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)', '(A3, A1, pos, 1)', '(A3, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
сблизиться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
сбой,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,,"(A1, -, 1)"
свергать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A2, neg, 1)', '(A1, pos, 0.7)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A1, +, 0.7)']"
свергнуть,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A2, neg, 1)', '(A1, pos, 0.7)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A1, +, 0.7)']"
свержение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"['(A2, neg, 1)', '(A1, pos, 0.7)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A1, +, 0.7)']"
своровать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
сговор,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Ins и Case=Ins) (NOUN Case=Gen и NOUN Case=Gen)']",(NOUN Case=Ins),(NOUN Case=Gen) (NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A3, neg, 1)']","(A3, +, 1)"
сгубить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
сдружиться,"['(NOUN Case=Nom) ', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural) ']",(NOUN Case=Ins) ,,,,"['(A1, pos, 1) ', '(A2, pos, 1) ']","['(A1, A2, pos, 1) ', '(A2, A1, pos, 1) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, !) ']"
сетовать,(NOUN Case=Nom),(NOUN Case=Acc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 1)",
сжечь,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ']","(A2, -, 1) "
сжигание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ']","(A2, -, 1) "
сжигать,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ']","(A2, -, 1) "
симпатизировать,(NOUN Case=Nom),(NOUN Case=Dat),,,,"['(A1, pos, 1)', '(A2, pos, 0.7)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A2, +, 1)"
симпатия,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по отношению Case=Dat),,,,"['(A1, pos, 1)', '(A2, pos, 0.7)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A2, +, 1)"
скандал,A2: (NOUN мжду Case=Ins + Case=Ins) (N и N),,,,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']","['(A1, -, 1)', '(A2, -, 1)']"
скептицизм,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN по отношению Case=Dat) (NOUN в Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)']","['(A1, -, 1)', '(A2, -, 1)']"
скука,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,
скучать,(NOUN Case=Nom),(NOUN Case=Dat),,,,"(A1, neg, 1)","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A1, -, 1)"
слабость,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)",
сломать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
сломить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
смертность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,
смерть,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
смести,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
сметать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
смеяться,(NOUN Case=Nom),(NOUN Case=Ins),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
смириться,(NOUN Case=Nom),(NOUN Case=Ins) (Что+Clause),,,,"(A1, neg, 0.7)","(A1, A2, neg, 1)","['(A1, -, 0.7)', '(A2, +, 1)']"
смиряться,(NOUN Case=Nom),(NOUN Case=Ins) (Что+Clause),,,,"(A1, neg, 0.7)","(A1, A2, neg, 1)","['(A1, -, 0.7)', '(A2, +, 1)']"
снос,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
совершенствование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"['(A2, A1, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A1, +, 1)"
согрешение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,"['(A1, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(author, A2, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
согрешить,(NOUN Case=Nom),(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,"['(A1, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
сожаление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(N Case=Loc) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)",
сожалеть,(NOUN Case=Nom),(N Case=Loc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
